Date,Time,PAR (raw),Datetime (UTC),Datetime (AST),PAR (calc),,Serial #:,6521
7/27/23,0:35:09,56,7/27/2023 0:35:09,7/26/2023 20:44:45,0.034360355,,,
7/27/23,0:35:10,56,7/27/2023 0:35:10,7/26/2023 20:44:46,0.034360355,,,
7/27/23,0:35:11,56,7/27/2023 0:35:11,7/26/2023 20:44:47,0.034360355,,,
7/27/23,0:35:12,56,7/27/2023 0:35:12,7/26/2023 20:44:48,0.034360355,,,
7/27/23,0:35:14,56,7/27/2023 0:35:14,7/26/2023 20:44:50,0.034360355,,,
7/27/23,0:35:15,56,7/27/2023 0:35:15,7/26/2023 20:44:51,0.034360355,,,
7/27/23,0:50:06,55,7/27/2023 0:50:06,7/26/2023 20:59:42,0.034332674,,,
7/27/23,0:50:07,56,7/27/2023 0:50:07,7/26/2023 20:59:43,0.034360355,,,
7/27/23,0:50:08,56,7/27/2023 0:50:08,7/26/2023 20:59:44,0.034360355,,,
7/27/23,0:50:09,56,7/27/2023 0:50:09,7/26/2023 20:59:45,0.034360355,,,
7/27/23,0:50:10,56,7/27/2023 0:50:10,7/26/2023 20:59:46,0.034360355,,,
7/27/23,0:50:11,56,7/27/2023 0:50:11,7/26/2023 20:59:47,0.034360355,,,
7/27/23,0:50:12,56,7/27/2023 0:50:12,7/26/2023 20:59:48,0.034360355,,,
7/27/23,0:50:13,56,7/27/2023 0:50:13,7/26/2023 20:59:49,0.034360355,,,
7/27/23,0:50:15,56,7/27/2023 0:50:15,7/26/2023 20:59:51,0.034360355,,,
7/27/23,0:50:16,56,7/27/2023 0:50:16,7/26/2023 20:59:52,0.034360355,,,
7/27/23,1:05:07,55,7/27/2023 1:05:07,7/26/2023 21:14:43,0.034332674,,,
7/27/23,1:05:08,56,7/27/2023 1:05:08,7/26/2023 21:14:44,0.034360355,,,
7/27/23,1:05:09,56,7/27/2023 1:05:09,7/26/2023 21:14:45,0.034360355,,,
7/27/23,1:05:10,56,7/27/2023 1:05:10,7/26/2023 21:14:46,0.034360355,,,
7/27/23,1:05:11,56,7/27/2023 1:05:11,7/26/2023 21:14:47,0.034360355,,,
7/27/23,1:05:12,56,7/27/2023 1:05:12,7/26/2023 21:14:48,0.034360355,,,
7/27/23,1:05:13,56,7/27/2023 1:05:13,7/26/2023 21:14:49,0.034360355,,,
7/27/23,1:05:14,56,7/27/2023 1:05:14,7/26/2023 21:14:50,0.034360355,,,
7/27/23,1:05:16,56,7/27/2023 1:05:16,7/26/2023 21:14:52,0.034360355,,,
7/27/23,1:05:17,56,7/27/2023 1:05:17,7/26/2023 21:14:53,0.034360355,,,
7/27/23,1:20:08,56,7/27/2023 1:20:08,7/26/2023 21:29:44,0.034360355,,,
7/27/23,1:20:09,56,7/27/2023 1:20:09,7/26/2023 21:29:45,0.034360355,,,
7/27/23,1:20:10,56,7/27/2023 1:20:10,7/26/2023 21:29:46,0.034360355,,,
7/27/23,1:20:11,56,7/27/2023 1:20:11,7/26/2023 21:29:47,0.034360355,,,
7/27/23,1:20:12,56,7/27/2023 1:20:12,7/26/2023 21:29:48,0.034360355,,,
7/27/23,1:20:13,56,7/27/2023 1:20:13,7/26/2023 21:29:49,0.034360355,,,
7/27/23,1:20:14,56,7/27/2023 1:20:14,7/26/2023 21:29:50,0.034360355,,,
7/27/23,1:20:15,56,7/27/2023 1:20:15,7/26/2023 21:29:51,0.034360355,,,
7/27/23,1:20:17,56,7/27/2023 1:20:17,7/26/2023 21:29:53,0.034360355,,,
7/27/23,1:20:18,56,7/27/2023 1:20:18,7/26/2023 21:29:54,0.034360355,,,
7/27/23,1:35:09,55,7/27/2023 1:35:09,7/26/2023 21:44:45,0.034332674,,,
7/27/23,1:35:10,56,7/27/2023 1:35:10,7/26/2023 21:44:46,0.034360355,,,
7/27/23,1:35:11,56,7/27/2023 1:35:11,7/26/2023 21:44:47,0.034360355,,,
7/27/23,1:35:12,56,7/27/2023 1:35:12,7/26/2023 21:44:48,0.034360355,,,
7/27/23,1:35:13,56,7/27/2023 1:35:13,7/26/2023 21:44:49,0.034360355,,,
7/27/23,1:35:14,56,7/27/2023 1:35:14,7/26/2023 21:44:50,0.034360355,,,
7/27/23,1:35:15,56,7/27/2023 1:35:15,7/26/2023 21:44:51,0.034360355,,,
7/27/23,1:35:16,56,7/27/2023 1:35:16,7/26/2023 21:44:52,0.034360355,,,
7/27/23,1:35:18,56,7/27/2023 1:35:18,7/26/2023 21:44:54,0.034360355,,,
7/27/23,1:35:19,56,7/27/2023 1:35:19,7/26/2023 21:44:55,0.034360355,,,
7/27/23,1:50:10,55,7/27/2023 1:50:10,7/26/2023 21:59:46,0.034332674,,,
7/27/23,1:50:11,56,7/27/2023 1:50:11,7/26/2023 21:59:47,0.034360355,,,
7/27/23,1:50:12,56,7/27/2023 1:50:12,7/26/2023 21:59:48,0.034360355,,,
7/27/23,1:50:13,56,7/27/2023 1:50:13,7/26/2023 21:59:49,0.034360355,,,
7/27/23,1:50:14,56,7/27/2023 1:50:14,7/26/2023 21:59:50,0.034360355,,,
7/27/23,1:50:15,56,7/27/2023 1:50:15,7/26/2023 21:59:51,0.034360355,,,
7/27/23,1:50:16,56,7/27/2023 1:50:16,7/26/2023 21:59:52,0.034360355,,,
7/27/23,1:50:17,56,7/27/2023 1:50:17,7/26/2023 21:59:53,0.034360355,,,
7/27/23,1:50:19,56,7/27/2023 1:50:19,7/26/2023 21:59:55,0.034360355,,,
7/27/23,1:50:20,56,7/27/2023 1:50:20,7/26/2023 21:59:56,0.034360355,,,
7/27/23,2:05:11,55,7/27/2023 2:05:11,7/26/2023 22:14:47,0.034332674,,,
7/27/23,2:05:12,56,7/27/2023 2:05:12,7/26/2023 22:14:48,0.034360355,,,
7/27/23,2:05:13,56,7/27/2023 2:05:13,7/26/2023 22:14:49,0.034360355,,,
7/27/23,2:05:14,56,7/27/2023 2:05:14,7/26/2023 22:14:50,0.034360355,,,
7/27/23,2:05:15,56,7/27/2023 2:05:15,7/26/2023 22:14:51,0.034360355,,,
7/27/23,2:05:16,56,7/27/2023 2:05:16,7/26/2023 22:14:52,0.034360355,,,
7/27/23,2:05:17,56,7/27/2023 2:05:17,7/26/2023 22:14:53,0.034360355,,,
7/27/23,2:05:18,56,7/27/2023 2:05:18,7/26/2023 22:14:54,0.034360355,,,
7/27/23,2:05:20,56,7/27/2023 2:05:20,7/26/2023 22:14:56,0.034360355,,,
7/27/23,2:05:21,56,7/27/2023 2:05:21,7/26/2023 22:14:57,0.034360355,,,
7/27/23,2:20:12,56,7/27/2023 2:20:12,7/26/2023 22:29:48,0.034360355,,,
7/27/23,2:20:13,56,7/27/2023 2:20:13,7/26/2023 22:29:49,0.034360355,,,
7/27/23,2:20:14,56,7/27/2023 2:20:14,7/26/2023 22:29:50,0.034360355,,,
7/27/23,2:20:15,56,7/27/2023 2:20:15,7/26/2023 22:29:51,0.034360355,,,
7/27/23,2:20:16,56,7/27/2023 2:20:16,7/26/2023 22:29:52,0.034360355,,,
7/27/23,2:20:17,56,7/27/2023 2:20:17,7/26/2023 22:29:53,0.034360355,,,
7/27/23,2:20:18,56,7/27/2023 2:20:18,7/26/2023 22:29:54,0.034360355,,,
7/27/23,2:20:19,56,7/27/2023 2:20:19,7/26/2023 22:29:55,0.034360355,,,
7/27/23,2:20:21,56,7/27/2023 2:20:21,7/26/2023 22:29:57,0.034360355,,,
7/27/23,2:20:22,56,7/27/2023 2:20:22,7/26/2023 22:29:58,0.034360355,,,
7/27/23,2:35:13,55,7/27/2023 2:35:13,7/26/2023 22:44:49,0.034332674,,,
7/27/23,2:35:14,56,7/27/2023 2:35:14,7/26/2023 22:44:50,0.034360355,,,
7/27/23,2:35:15,56,7/27/2023 2:35:15,7/26/2023 22:44:51,0.034360355,,,
7/27/23,2:35:16,56,7/27/2023 2:35:16,7/26/2023 22:44:52,0.034360355,,,
7/27/23,2:35:17,56,7/27/2023 2:35:17,7/26/2023 22:44:53,0.034360355,,,
7/27/23,2:35:18,56,7/27/2023 2:35:18,7/26/2023 22:44:54,0.034360355,,,
7/27/23,2:35:19,56,7/27/2023 2:35:19,7/26/2023 22:44:55,0.034360355,,,
7/27/23,2:35:20,56,7/27/2023 2:35:20,7/26/2023 22:44:56,0.034360355,,,
7/27/23,2:35:22,56,7/27/2023 2:35:22,7/26/2023 22:44:58,0.034360355,,,
7/27/23,2:35:23,56,7/27/2023 2:35:23,7/26/2023 22:44:59,0.034360355,,,
7/27/23,2:50:14,55,7/27/2023 2:50:14,7/26/2023 22:59:50,0.034332674,,,
7/27/23,2:50:15,56,7/27/2023 2:50:15,7/26/2023 22:59:51,0.034360355,,,
7/27/23,2:50:16,56,7/27/2023 2:50:16,7/26/2023 22:59:52,0.034360355,,,
7/27/23,2:50:17,56,7/27/2023 2:50:17,7/26/2023 22:59:53,0.034360355,,,
7/27/23,2:50:18,56,7/27/2023 2:50:18,7/26/2023 22:59:54,0.034360355,,,
7/27/23,2:50:19,56,7/27/2023 2:50:19,7/26/2023 22:59:55,0.034360355,,,
7/27/23,2:50:20,56,7/27/2023 2:50:20,7/26/2023 22:59:56,0.034360355,,,
7/27/23,2:50:21,56,7/27/2023 2:50:21,7/26/2023 22:59:57,0.034360355,,,
7/27/23,2:50:23,56,7/27/2023 2:50:23,7/26/2023 22:59:59,0.034360355,,,
7/27/23,2:50:24,56,7/27/2023 2:50:24,7/26/2023 23:00:00,0.034360355,,,
7/27/23,3:05:15,55,7/27/2023 3:05:15,7/26/2023 23:14:51,0.034332674,,,
7/27/23,3:05:16,56,7/27/2023 3:05:16,7/26/2023 23:14:52,0.034360355,,,
7/27/23,3:05:17,56,7/27/2023 3:05:17,7/26/2023 23:14:53,0.034360355,,,
7/27/23,3:05:18,56,7/27/2023 3:05:18,7/26/2023 23:14:54,0.034360355,,,
7/27/23,3:05:19,56,7/27/2023 3:05:19,7/26/2023 23:14:55,0.034360355,,,
7/27/23,3:05:20,56,7/27/2023 3:05:20,7/26/2023 23:14:56,0.034360355,,,
7/27/23,3:05:21,56,7/27/2023 3:05:21,7/26/2023 23:14:57,0.034360355,,,
7/27/23,3:05:22,56,7/27/2023 3:05:22,7/26/2023 23:14:58,0.034360355,,,
7/27/23,3:05:24,56,7/27/2023 3:05:24,7/26/2023 23:15:00,0.034360355,,,
7/27/23,3:05:25,56,7/27/2023 3:05:25,7/26/2023 23:15:01,0.034360355,,,
7/27/23,3:20:16,56,7/27/2023 3:20:16,7/26/2023 23:29:52,0.034360355,,,
7/27/23,3:20:17,56,7/27/2023 3:20:17,7/26/2023 23:29:53,0.034360355,,,
7/27/23,3:20:18,56,7/27/2023 3:20:18,7/26/2023 23:29:54,0.034360355,,,
7/27/23,3:20:19,56,7/27/2023 3:20:19,7/26/2023 23:29:55,0.034360355,,,
7/27/23,3:20:20,56,7/27/2023 3:20:20,7/26/2023 23:29:56,0.034360355,,,
7/27/23,3:20:21,56,7/27/2023 3:20:21,7/26/2023 23:29:57,0.034360355,,,
7/27/23,3:20:22,56,7/27/2023 3:20:22,7/26/2023 23:29:58,0.034360355,,,
7/27/23,3:20:23,56,7/27/2023 3:20:23,7/26/2023 23:29:59,0.034360355,,,
7/27/23,3:20:25,56,7/27/2023 3:20:25,7/26/2023 23:30:01,0.034360355,,,
7/27/23,3:20:26,56,7/27/2023 3:20:26,7/26/2023 23:30:02,0.034360355,,,
7/27/23,3:35:17,55,7/27/2023 3:35:17,7/26/2023 23:44:53,0.034332674,,,
7/27/23,3:35:18,56,7/27/2023 3:35:18,7/26/2023 23:44:54,0.034360355,,,
7/27/23,3:35:19,56,7/27/2023 3:35:19,7/26/2023 23:44:55,0.034360355,,,
7/27/23,3:35:20,56,7/27/2023 3:35:20,7/26/2023 23:44:56,0.034360355,,,
7/27/23,3:35:21,56,7/27/2023 3:35:21,7/26/2023 23:44:57,0.034360355,,,
7/27/23,3:35:22,56,7/27/2023 3:35:22,7/26/2023 23:44:58,0.034360355,,,
7/27/23,3:35:23,56,7/27/2023 3:35:23,7/26/2023 23:44:59,0.034360355,,,
7/27/23,3:35:24,56,7/27/2023 3:35:24,7/26/2023 23:45:00,0.034360355,,,
7/27/23,3:35:26,56,7/27/2023 3:35:26,7/26/2023 23:45:02,0.034360355,,,
7/27/23,3:35:27,56,7/27/2023 3:35:27,7/26/2023 23:45:03,0.034360355,,,
7/27/23,3:50:18,55,7/27/2023 3:50:18,7/26/2023 23:59:54,0.034332674,,,
7/27/23,3:50:19,56,7/27/2023 3:50:19,7/26/2023 23:59:55,0.034360355,,,
7/27/23,3:50:20,56,7/27/2023 3:50:20,7/26/2023 23:59:56,0.034360355,,,
7/27/23,3:50:21,56,7/27/2023 3:50:21,7/26/2023 23:59:57,0.034360355,,,
7/27/23,3:50:22,56,7/27/2023 3:50:22,7/26/2023 23:59:58,0.034360355,,,
7/27/23,3:50:23,56,7/27/2023 3:50:23,7/26/2023 23:59:59,0.034360355,,,
7/27/23,3:50:24,56,7/27/2023 3:50:24,7/27/2023 0:00:00,0.034360355,,,
7/27/23,3:50:25,56,7/27/2023 3:50:25,7/27/2023 0:00:01,0.034360355,,,
7/27/23,3:50:27,56,7/27/2023 3:50:27,7/27/2023 0:00:03,0.034360355,,,
7/27/23,3:50:28,56,7/27/2023 3:50:28,7/27/2023 0:00:04,0.034360355,,,
7/27/23,4:05:19,55,7/27/2023 4:05:19,7/27/2023 0:14:55,0.034332674,,,
7/27/23,4:05:20,56,7/27/2023 4:05:20,7/27/2023 0:14:56,0.034360355,,,
7/27/23,4:05:21,56,7/27/2023 4:05:21,7/27/2023 0:14:57,0.034360355,,,
7/27/23,4:05:22,56,7/27/2023 4:05:22,7/27/2023 0:14:58,0.034360355,,,
7/27/23,4:05:23,56,7/27/2023 4:05:23,7/27/2023 0:14:59,0.034360355,,,
7/27/23,4:05:24,56,7/27/2023 4:05:24,7/27/2023 0:15:00,0.034360355,,,
7/27/23,4:05:25,56,7/27/2023 4:05:25,7/27/2023 0:15:01,0.034360355,,,
7/27/23,4:05:26,56,7/27/2023 4:05:26,7/27/2023 0:15:02,0.034360355,,,
7/27/23,4:05:28,56,7/27/2023 4:05:28,7/27/2023 0:15:04,0.034360355,,,
7/27/23,4:05:29,56,7/27/2023 4:05:29,7/27/2023 0:15:05,0.034360355,,,
7/27/23,4:20:20,56,7/27/2023 4:20:20,7/27/2023 0:29:56,0.034360355,,,
7/27/23,4:20:21,56,7/27/2023 4:20:21,7/27/2023 0:29:57,0.034360355,,,
7/27/23,4:20:22,56,7/27/2023 4:20:22,7/27/2023 0:29:58,0.034360355,,,
7/27/23,4:20:23,56,7/27/2023 4:20:23,7/27/2023 0:29:59,0.034360355,,,
7/27/23,4:20:24,56,7/27/2023 4:20:24,7/27/2023 0:30:00,0.034360355,,,
7/27/23,4:20:25,56,7/27/2023 4:20:25,7/27/2023 0:30:01,0.034360355,,,
7/27/23,4:20:26,56,7/27/2023 4:20:26,7/27/2023 0:30:02,0.034360355,,,
7/27/23,4:20:27,56,7/27/2023 4:20:27,7/27/2023 0:30:03,0.034360355,,,
7/27/23,4:20:29,56,7/27/2023 4:20:29,7/27/2023 0:30:05,0.034360355,,,
7/27/23,4:20:30,56,7/27/2023 4:20:30,7/27/2023 0:30:06,0.034360355,,,
7/27/23,4:35:21,55,7/27/2023 4:35:21,7/27/2023 0:44:57,0.034332674,,,
7/27/23,4:35:22,56,7/27/2023 4:35:22,7/27/2023 0:44:58,0.034360355,,,
7/27/23,4:35:23,56,7/27/2023 4:35:23,7/27/2023 0:44:59,0.034360355,,,
7/27/23,4:35:24,56,7/27/2023 4:35:24,7/27/2023 0:45:00,0.034360355,,,
7/27/23,4:35:25,56,7/27/2023 4:35:25,7/27/2023 0:45:01,0.034360355,,,
7/27/23,4:35:26,56,7/27/2023 4:35:26,7/27/2023 0:45:02,0.034360355,,,
7/27/23,4:35:27,56,7/27/2023 4:35:27,7/27/2023 0:45:03,0.034360355,,,
7/27/23,4:35:28,56,7/27/2023 4:35:28,7/27/2023 0:45:04,0.034360355,,,
7/27/23,4:35:30,56,7/27/2023 4:35:30,7/27/2023 0:45:06,0.034360355,,,
7/27/23,4:35:31,56,7/27/2023 4:35:31,7/27/2023 0:45:07,0.034360355,,,
7/27/23,4:50:22,55,7/27/2023 4:50:22,7/27/2023 0:59:58,0.034332674,,,
7/27/23,4:50:23,56,7/27/2023 4:50:23,7/27/2023 0:59:59,0.034360355,,,
7/27/23,4:50:24,56,7/27/2023 4:50:24,7/27/2023 1:00:00,0.034360355,,,
7/27/23,4:50:25,56,7/27/2023 4:50:25,7/27/2023 1:00:01,0.034360355,,,
7/27/23,4:50:26,56,7/27/2023 4:50:26,7/27/2023 1:00:02,0.034360355,,,
7/27/23,4:50:27,56,7/27/2023 4:50:27,7/27/2023 1:00:03,0.034360355,,,
7/27/23,4:50:28,56,7/27/2023 4:50:28,7/27/2023 1:00:04,0.034360355,,,
7/27/23,4:50:29,56,7/27/2023 4:50:29,7/27/2023 1:00:05,0.034360355,,,
7/27/23,4:50:31,56,7/27/2023 4:50:31,7/27/2023 1:00:07,0.034360355,,,
7/27/23,4:50:32,56,7/27/2023 4:50:32,7/27/2023 1:00:08,0.034360355,,,
7/27/23,5:05:23,55,7/27/2023 5:05:23,7/27/2023 1:14:59,0.034332674,,,
7/27/23,5:05:24,56,7/27/2023 5:05:24,7/27/2023 1:15:00,0.034360355,,,
7/27/23,5:05:25,56,7/27/2023 5:05:25,7/27/2023 1:15:01,0.034360355,,,
7/27/23,5:05:26,56,7/27/2023 5:05:26,7/27/2023 1:15:02,0.034360355,,,
7/27/23,5:05:27,56,7/27/2023 5:05:27,7/27/2023 1:15:03,0.034360355,,,
7/27/23,5:05:28,56,7/27/2023 5:05:28,7/27/2023 1:15:04,0.034360355,,,
7/27/23,5:05:29,56,7/27/2023 5:05:29,7/27/2023 1:15:05,0.034360355,,,
7/27/23,5:05:30,56,7/27/2023 5:05:30,7/27/2023 1:15:06,0.034360355,,,
7/27/23,5:05:32,56,7/27/2023 5:05:32,7/27/2023 1:15:08,0.034360355,,,
7/27/23,5:05:33,56,7/27/2023 5:05:33,7/27/2023 1:15:09,0.034360355,,,
7/27/23,5:20:24,55,7/27/2023 5:20:24,7/27/2023 1:30:00,0.034332674,,,
7/27/23,5:20:25,56,7/27/2023 5:20:25,7/27/2023 1:30:01,0.034360355,,,
7/27/23,5:20:26,56,7/27/2023 5:20:26,7/27/2023 1:30:02,0.034360355,,,
7/27/23,5:20:27,56,7/27/2023 5:20:27,7/27/2023 1:30:03,0.034360355,,,
7/27/23,5:20:28,56,7/27/2023 5:20:28,7/27/2023 1:30:04,0.034360355,,,
7/27/23,5:20:29,56,7/27/2023 5:20:29,7/27/2023 1:30:05,0.034360355,,,
7/27/23,5:20:30,56,7/27/2023 5:20:30,7/27/2023 1:30:06,0.034360355,,,
7/27/23,5:20:31,56,7/27/2023 5:20:31,7/27/2023 1:30:07,0.034360355,,,
7/27/23,5:20:33,56,7/27/2023 5:20:33,7/27/2023 1:30:09,0.034360355,,,
7/27/23,5:20:34,56,7/27/2023 5:20:34,7/27/2023 1:30:10,0.034360355,,,
7/27/23,5:35:25,56,7/27/2023 5:35:25,7/27/2023 1:45:01,0.034360355,,,
7/27/23,5:35:26,56,7/27/2023 5:35:26,7/27/2023 1:45:02,0.034360355,,,
7/27/23,5:35:27,56,7/27/2023 5:35:27,7/27/2023 1:45:03,0.034360355,,,
7/27/23,5:35:28,56,7/27/2023 5:35:28,7/27/2023 1:45:04,0.034360355,,,
7/27/23,5:35:29,56,7/27/2023 5:35:29,7/27/2023 1:45:05,0.034360355,,,
7/27/23,5:35:30,56,7/27/2023 5:35:30,7/27/2023 1:45:06,0.034360355,,,
7/27/23,5:35:31,56,7/27/2023 5:35:31,7/27/2023 1:45:07,0.034360355,,,
7/27/23,5:35:32,56,7/27/2023 5:35:32,7/27/2023 1:45:08,0.034360355,,,
7/27/23,5:35:34,56,7/27/2023 5:35:34,7/27/2023 1:45:10,0.034360355,,,
7/27/23,5:35:35,56,7/27/2023 5:35:35,7/27/2023 1:45:11,0.034360355,,,
7/27/23,5:50:26,55,7/27/2023 5:50:26,7/27/2023 2:00:02,0.034332674,,,
7/27/23,5:50:27,56,7/27/2023 5:50:27,7/27/2023 2:00:03,0.034360355,,,
7/27/23,5:50:28,56,7/27/2023 5:50:28,7/27/2023 2:00:04,0.034360355,,,
7/27/23,5:50:29,56,7/27/2023 5:50:29,7/27/2023 2:00:05,0.034360355,,,
7/27/23,5:50:30,56,7/27/2023 5:50:30,7/27/2023 2:00:06,0.034360355,,,
7/27/23,5:50:31,56,7/27/2023 5:50:31,7/27/2023 2:00:07,0.034360355,,,
7/27/23,5:50:32,56,7/27/2023 5:50:32,7/27/2023 2:00:08,0.034360355,,,
7/27/23,5:50:33,56,7/27/2023 5:50:33,7/27/2023 2:00:09,0.034360355,,,
7/27/23,5:50:35,56,7/27/2023 5:50:35,7/27/2023 2:00:11,0.034360355,,,
7/27/23,5:50:36,56,7/27/2023 5:50:36,7/27/2023 2:00:12,0.034360355,,,
7/27/23,6:05:27,55,7/27/2023 6:05:27,7/27/2023 2:15:03,0.034332674,,,
7/27/23,6:05:28,56,7/27/2023 6:05:28,7/27/2023 2:15:04,0.034360355,,,
7/27/23,6:05:29,56,7/27/2023 6:05:29,7/27/2023 2:15:05,0.034360355,,,
7/27/23,6:05:30,56,7/27/2023 6:05:30,7/27/2023 2:15:06,0.034360355,,,
7/27/23,6:05:31,56,7/27/2023 6:05:31,7/27/2023 2:15:07,0.034360355,,,
7/27/23,6:05:32,56,7/27/2023 6:05:32,7/27/2023 2:15:08,0.034360355,,,
7/27/23,6:05:33,56,7/27/2023 6:05:33,7/27/2023 2:15:09,0.034360355,,,
7/27/23,6:05:34,56,7/27/2023 6:05:34,7/27/2023 2:15:10,0.034360355,,,
7/27/23,6:05:36,56,7/27/2023 6:05:36,7/27/2023 2:15:12,0.034360355,,,
7/27/23,6:05:37,56,7/27/2023 6:05:37,7/27/2023 2:15:13,0.034360355,,,
7/27/23,6:20:28,55,7/27/2023 6:20:28,7/27/2023 2:30:04,0.034332674,,,
7/27/23,6:20:29,56,7/27/2023 6:20:29,7/27/2023 2:30:05,0.034360355,,,
7/27/23,6:20:30,56,7/27/2023 6:20:30,7/27/2023 2:30:06,0.034360355,,,
7/27/23,6:20:31,56,7/27/2023 6:20:31,7/27/2023 2:30:07,0.034360355,,,
7/27/23,6:20:32,56,7/27/2023 6:20:32,7/27/2023 2:30:08,0.034360355,,,
7/27/23,6:20:33,56,7/27/2023 6:20:33,7/27/2023 2:30:09,0.034360355,,,
7/27/23,6:20:34,56,7/27/2023 6:20:34,7/27/2023 2:30:10,0.034360355,,,
7/27/23,6:20:35,56,7/27/2023 6:20:35,7/27/2023 2:30:11,0.034360355,,,
7/27/23,6:20:37,56,7/27/2023 6:20:37,7/27/2023 2:30:13,0.034360355,,,
7/27/23,6:20:38,56,7/27/2023 6:20:38,7/27/2023 2:30:14,0.034360355,,,
7/27/23,6:35:29,55,7/27/2023 6:35:29,7/27/2023 2:45:05,0.034332674,,,
7/27/23,6:35:30,56,7/27/2023 6:35:30,7/27/2023 2:45:06,0.034360355,,,
7/27/23,6:35:31,56,7/27/2023 6:35:31,7/27/2023 2:45:07,0.034360355,,,
7/27/23,6:35:32,56,7/27/2023 6:35:32,7/27/2023 2:45:08,0.034360355,,,
7/27/23,6:35:33,56,7/27/2023 6:35:33,7/27/2023 2:45:09,0.034360355,,,
7/27/23,6:35:34,56,7/27/2023 6:35:34,7/27/2023 2:45:10,0.034360355,,,
7/27/23,6:35:35,56,7/27/2023 6:35:35,7/27/2023 2:45:11,0.034360355,,,
7/27/23,6:35:36,56,7/27/2023 6:35:36,7/27/2023 2:45:12,0.034360355,,,
7/27/23,6:35:38,56,7/27/2023 6:35:38,7/27/2023 2:45:14,0.034360355,,,
7/27/23,6:35:39,56,7/27/2023 6:35:39,7/27/2023 2:45:15,0.034360355,,,
7/27/23,6:50:30,55,7/27/2023 6:50:30,7/27/2023 3:00:06,0.034332674,,,
7/27/23,6:50:31,56,7/27/2023 6:50:31,7/27/2023 3:00:07,0.034360355,,,
7/27/23,6:50:32,56,7/27/2023 6:50:32,7/27/2023 3:00:08,0.034360355,,,
7/27/23,6:50:33,56,7/27/2023 6:50:33,7/27/2023 3:00:09,0.034360355,,,
7/27/23,6:50:34,56,7/27/2023 6:50:34,7/27/2023 3:00:10,0.034360355,,,
7/27/23,6:50:35,56,7/27/2023 6:50:35,7/27/2023 3:00:11,0.034360355,,,
7/27/23,6:50:36,56,7/27/2023 6:50:36,7/27/2023 3:00:12,0.034360355,,,
7/27/23,6:50:37,56,7/27/2023 6:50:37,7/27/2023 3:00:13,0.034360355,,,
7/27/23,6:50:39,56,7/27/2023 6:50:39,7/27/2023 3:00:15,0.034360355,,,
7/27/23,6:50:40,56,7/27/2023 6:50:40,7/27/2023 3:00:16,0.034360355,,,
7/27/23,7:05:31,55,7/27/2023 7:05:31,7/27/2023 3:15:07,0.034332674,,,
7/27/23,7:05:32,56,7/27/2023 7:05:32,7/27/2023 3:15:08,0.034360355,,,
7/27/23,7:05:33,56,7/27/2023 7:05:33,7/27/2023 3:15:09,0.034360355,,,
7/27/23,7:05:34,56,7/27/2023 7:05:34,7/27/2023 3:15:10,0.034360355,,,
7/27/23,7:05:35,56,7/27/2023 7:05:35,7/27/2023 3:15:11,0.034360355,,,
7/27/23,7:05:36,56,7/27/2023 7:05:36,7/27/2023 3:15:12,0.034360355,,,
7/27/23,7:05:37,56,7/27/2023 7:05:37,7/27/2023 3:15:13,0.034360355,,,
7/27/23,7:05:38,56,7/27/2023 7:05:38,7/27/2023 3:15:14,0.034360355,,,
7/27/23,7:05:40,56,7/27/2023 7:05:40,7/27/2023 3:15:16,0.034360355,,,
7/27/23,7:05:41,56,7/27/2023 7:05:41,7/27/2023 3:15:17,0.034360355,,,
7/27/23,7:20:32,55,7/27/2023 7:20:32,7/27/2023 3:30:08,0.034332674,,,
7/27/23,7:20:33,56,7/27/2023 7:20:33,7/27/2023 3:30:09,0.034360355,,,
7/27/23,7:20:34,56,7/27/2023 7:20:34,7/27/2023 3:30:10,0.034360355,,,
7/27/23,7:20:35,56,7/27/2023 7:20:35,7/27/2023 3:30:11,0.034360355,,,
7/27/23,7:20:36,56,7/27/2023 7:20:36,7/27/2023 3:30:12,0.034360355,,,
7/27/23,7:20:37,56,7/27/2023 7:20:37,7/27/2023 3:30:13,0.034360355,,,
7/27/23,7:20:38,56,7/27/2023 7:20:38,7/27/2023 3:30:14,0.034360355,,,
7/27/23,7:20:39,56,7/27/2023 7:20:39,7/27/2023 3:30:15,0.034360355,,,
7/27/23,7:20:41,56,7/27/2023 7:20:41,7/27/2023 3:30:17,0.034360355,,,
7/27/23,7:20:42,56,7/27/2023 7:20:42,7/27/2023 3:30:18,0.034360355,,,
7/27/23,7:35:33,55,7/27/2023 7:35:33,7/27/2023 3:45:09,0.034332674,,,
7/27/23,7:35:34,56,7/27/2023 7:35:34,7/27/2023 3:45:10,0.034360355,,,
7/27/23,7:35:35,56,7/27/2023 7:35:35,7/27/2023 3:45:11,0.034360355,,,
7/27/23,7:35:36,56,7/27/2023 7:35:36,7/27/2023 3:45:12,0.034360355,,,
7/27/23,7:35:37,56,7/27/2023 7:35:37,7/27/2023 3:45:13,0.034360355,,,
7/27/23,7:35:38,56,7/27/2023 7:35:38,7/27/2023 3:45:14,0.034360355,,,
7/27/23,7:35:39,56,7/27/2023 7:35:39,7/27/2023 3:45:15,0.034360355,,,
7/27/23,7:35:40,56,7/27/2023 7:35:40,7/27/2023 3:45:16,0.034360355,,,
